question,label
경기도에서 연도별 수행한 과제 총 수,Statistics
연도별 차바이오앤디오스텍에서 수행한 과제의 연구비 합계,Statistics
(주)센소허브의 1993년부터 7년동안 기술료 건수 보여주세요,Statistics
(주)삼안에서 수행한 과제 중 1997년에 수행한 과제 연구비 합계 보여주세요,Statistics
(주)정우기계에서 발생한 기술료 건수가 궁금해,Statistics
대한방직(주)의 최근 7년동안 수행한 과제의 연구비 총액이 궁금해,Statistics
국립 군산대학교 산학협력단에서 수행했던 2006년 성과와 2011년 성과 건수 차이는,Statistics
한려대학교에서 수행한 연수지원 중에 2018년에 수행한 연수지원의 총 수가 궁금해,Statistics
(주)한양이엔씨의 연수지원의 개수가 궁금해,Statistics
1994년부터 10년 동안 조성에서 수행한 과제 연구비 총액은,Statistics
2007년부터 2016년까지 (주)에이치앤씨에서 수행한 과제의 연구비 합계는,Statistics
최근 3년 동안 롯데푸드(주)에서 수행한 인력양성의 개수 보여주세요,Statistics
1999 2002 2021년 State University of New York at Buffalo에서 수행한 과제의 건수를 보여주세요,Statistics
2017년도 기업별 기술료 개수,Statistics
2018년도에 충청남도농업기술원에서 진행한 성과의 성과별 건수,Statistics
1994년도 (주)스틸플라워에서 수행한 과제 연구비 총액이 알고싶습니다,Statistics
한독미디어대학원대학교산학협력단의 최근 3년 동안 수행한 과제의 연구비 평균 금액이 궁금해요,Statistics
한라대학교 산학협력단의 최근 7년 동안 수행한 사업화 건수가 알고싶습니다,Statistics
(주)포스코케미칼의 특허 총 수가 보고싶어,Statistics
금호타이어에서 2002년부터 7년 동안 수행한 인력양성의 건수 평균이 보고싶어요,Statistics
건국대학교병원에서 수행했던 2007년 성과와 2011년 성과 개수의 차이 알려주세요,Statistics
국립공원관리공단에서 발생한 기술료 중에 2012년에 발생한 기술료의 총 수를 보여주세요,Statistics
영농조합법인녹원축산의 연수지원의 건수 보여줘,Statistics
대원제약(주)에서 발생했던 1996년 과제와 1997년 과제 건수 차이가 궁금해요,Statistics
(재단)막스플랑크한국포스텍연구소에서 최근 5년동안 발행한 논문 개수의 차이를 보여주세요,Statistics
(주)케이엠지의 1996년부터 7년 동안 과제의 개수가 궁금해요,Statistics
최근 10년동안 (주)셀트리온제약에서 수행한 연구과제 연구비 합계 말해줘,Statistics
(주)파워로직스의 특허 개수를 보여주세요,Statistics
메탈페이스(주)에서 진행된 2005년 과제와 2011년 과제 건수 차이가 궁금해,Statistics
극동대학교 산학협력단의 연수지원의 건수 보여줄 수 있어,Statistics
2021년도에 (주)디큐아이에서 수행한 과제의 총 수 말해줘,Statistics
계명문화대학의 특허 건수가 알고싶어,Statistics
(주)강남에서 발생한 1999년 과제와 2022년 과제 연구비 합계의 차이를 보여주세요,Statistics
2013년 한국철도공사 수행 과제 건수,Statistics
(주)제일제당에서 발생한 1995년 과제와 2010년 과제 건수 평균이 보고싶어요,Statistics
2000년 (주)사이넥스에서 발생한 기술료 총 수 보여줘,Statistics
1998년부터 2014년까지 (주)셀트리온제약에서 수행한 연구과제 연구비 합계가 궁금해,Statistics
2010년도에 대구사이버대학교에서 수행한 사업화의 건수가 보고싶어,Statistics
2010년도 기업별 특허의 개수,Statistics
강원도속초시청에서 수행한 사업화 총 수 보여주세요,Statistics
경방의 최근 3년 동안 연구과제 연구비 평균 말해주세요,Statistics
작년 한국콜마(주)에서 발생한 논문 총 수,Statistics
한중대학교 산학협력단에서 발생했던 2006년 성과와 2007년 성과 건수의 평균이 보고싶어요,Statistics
세종대학교에서 수행한 사업화의 총 수가 궁금해,Statistics
엘로힘의 특허의 개수는 어떻게 되지,Statistics
최근 7년동안 에스앤티모티브에서 수행한 연수지원의 개수 말해줘,Statistics
한국개발연구원국제정책대학원대학교의 최근 10년 동안 수행한 사업화의 건수가 궁금해,Statistics
(주)케이이씨에서 2007년부터 7년동안 수행한 논문의 개수 차이 말해줘,Statistics
(주)레이언스의 논문 건수 보여줘,Statistics
한국환경산업기술원의 2010년부터 5년동안 수행한 과제의 총 수가 알고싶어,Statistics
2004년부터 10년 동안 (주)라이프엔자에서 수행한 사업화의 개수가 보고싶어,Statistics
(주)엘오티베큠의 특허 총 수는 어떻게 되지,Statistics
1999년부터 3년동안 가톨릭관동대학교 산학협력단에서 진행하였던 성과들의 건수,Statistics
국립농업과학원에서 최근 3년 동안 수행한 인력양성 개수의 평균을 보여주세요,Statistics
1993년 기업별 과제 연구비 합계 보고싶어,Statistics
(주)세림제지의 기술료 총 수 보여줘,Statistics
충청북도 축산위생연구소에서 수행한 과제 중 2009년에 수행한 과제 연구비 평균 금액이 보고싶어,Statistics
아주대학교의료원에서 최근 5년동안 수행한 과제의 개수 차이 알려줘,Statistics
(주)드레스코드의 과제의 개수는,Statistics
(재단)의약바이오컨버젼스연구단의 최근 7년동안 수행한 연수지원 개수 알려줘,Statistics
식품의약품안전처의 2022년부터 7년간 수행한 과제의 연구비 총액이 알고싶습니다,Statistics
2002년도 농업회사법인팜에이트(주)에서 수행한 과제 연구비 평균 알려주세요,Statistics
경상국립대학교의 기술료 총 수가 궁금해요,Statistics
한국수력원자력(주)에서 발생한 기술료 중에 2011년에 발생한 기술료의 개수가 보고싶어요,Statistics
국립수목원에서 수행한 과제 중에 2022년에 수행한 과제의 연구비 합계 보여주세요,Statistics
Sandong University의 최근 10년동안 발행한 논문의 개수 알려줘,Statistics
국립재난안전연구원의 특허의 건수 보여주세요,Statistics
국립 한국 교통대학교의 인력양성의 개수가 보고싶어요,Statistics
올해 유토엔지니어링에서 수행한 과제 연구비 총 금액,Statistics
경북대학교산학협력단의 기술료 건수가 보고싶어요,Statistics
최근 7년 동안 National University of Vietnam Hanoi에서 수행한 인력양성의 개수가 알고싶어,Statistics
(주)엘지에너지솔루션의 최근 10년동안 특허의 총 수가 보고싶어,Statistics
한라대학교 산학협력단의 최근 7년 동안 수행한 사업화 건수 보여줄 수 있어,Statistics
국립공원관리공단의 기술료의 총 수가 보고싶어요,Statistics
(주)레이언스의 2013년부터 3년동안 논문 건수를 보여주세요,Statistics
1999 2004 2011년 한국가스안전공사 가스안전연구원에서 발생한 논문의 총 수 보여주세요,Statistics
(주)녹십자엠에스에서 2010년부터 7년동안 발생한 기술료 개수의 차이가 궁금해요,Statistics
2011 2017년 서울미디어대학원대학교에서 발생한 기술료의 건수가 알고싶습니다,Statistics
2019년부터 5년간 한국과학기술원에서 수행한 인력양성의 총 수 알려줘,Statistics
(주)삼박에서 발생했던 1996년 과제와 2022년 과제 건수 평균이 궁금해요,Statistics
우송정보대학에서 수행한 2008년 성과와 2019년 성과 개수의 평균은 어떻게 되지,Statistics
1995 2009년 (주)금비온양공장에서 수행한 사업화 총 수는,Statistics
2012년부터 2013년까지 Chinese Culture University에서 수행한 성과의 성과별 건수,Statistics
(주)유한양행에서 발생한 1999년 과제와 2002년 과제 건수 차이가 보고싶어요,Statistics
(주)코스모코스에서 2009년부터 3년동안 수행한 연수지원의 개수 차이는 어떻게 되지,Statistics
(주)지엠비코리아에서 수행했던 2000년 과제와 2007년 과제 연구비 합계의 차이 알려주세요,Statistics
(주)네이쳐패브릭에서 수행했던 2007년 과제와 2011년 과제 개수 차이를 보여주세요,Statistics
한라대학교 산학협력단의 사업화 건수는 어떻게 되지,Statistics
2002년부터 2005년까지 율촌화학(주)에서 출원한 특허의 건수 보여줄 수 있어,Statistics
2001년부터 2013년까지 (주)사파이어테크놀로지에서 수행한 과제의 연구비 합계는,Statistics
아주대학교의료원에서 수행한 과제의 총 수 보여주세요,Statistics
2003 2004 2015년 한화석유화학(주)에서 수행한 과제 총 수가 궁금해,Statistics
(주)성우하이텍에서 진행된 1995년 과제와 2011년 과제 건수 차이 알려주세요,Statistics
(주)차바이오앤디오스텍에서 수행했던 2010년 성과와 2012년 성과 개수의 차이 보여줘,Statistics
(주)삼성에버랜드에서 수행한 연수지원의 총 수가 보고싶어,Statistics
(주)주성엔지니어링의 최근 5년 동안 사업화의 개수 말해줘,Statistics
2016 2020년 The State University of New York에서 수행한 과제의 개수가 알고싶습니다,Statistics
LIG 넥스원(주)의 기술료의 건수 알려줘,Statistics
(주)젬스솔루션에서 수행한 연수지원 중에 2007년에 수행한 연수지원의 건수가 알고싶습니다,Statistics
2011년부터 2021년까지 한국노동연구원에서 수행한 과제 개수 보여줘,Statistics
한국지질자원연구원의 사업화의 개수가 보고싶어요,Statistics
최근 3년동안 현대스틸산업에서 수행한 과제의 총 수를 보여주세요,Statistics
지난해 한국생산기술연구원에서 수행한 인력양성의 총 수,Statistics
최근 5년 동안 대한예수교 장로회 총신대학교에서 수행한 과제의 연구비 총액은 어떻게 되지,Statistics
2000 2022년 울산과학기술원에서 수행한 과제의 건수가 보고싶어,Statistics
스튜디오씨드코리아(주)에서 최근 10년동안 수행한 사업화 건수의 차이 보여줄 수 있어,Statistics
2006 2010 2021년 (주)지엠대우오토앤테크놀로지에서 수행한 연구과제 연구비 평균 보여줘,Statistics
2002 2004 2021년 경북대학교 산학협력단에서 수행한 사업화 총 수가 보고싶어,Statistics
LIG넥스원(주)에서 수행한 연수지원의 총 수가 알고싶습니다,Statistics
(주)케이이씨에서 발생한 1997년 과제와 2004년 과제 건수 평균 보여줄 수 있어,Statistics
2008년부터 2009년까지 우광테크에서 발행한 논문의 개수가 알고싶습니다,Statistics
2007년도 국립기상과학원에서 발생한 성과의 건수,Statistics
동서대학교 산학협력단에서 수행한 과제의 개수 보여줄 수 있어,Statistics
서울불교대학원대학교에서 수행했던 2005년 성과와 2012년 성과 개수 차이는,Statistics
(주)파마킹에서 수행한 논문 중에 2019년에 수행한 논문의 건수 보여주세요,Statistics
대검찰청에서 최근 3년 동안 수행한 과제의 건수 차이 말해줘,Statistics
